0.005002,-0.000479,-0.000895,0.981063
0.005005,-0.000490,-0.003251,0.981795
0.005009,-0.001612,-0.003518,0.982073
0.005008,0.000897,-0.001409,0.984688
0.005004,-0.002442,-0.004484,0.983360
0.005010,0.001151,-0.001121,0.986293
0.005008,0.000479,-0.000076,0.988189
0.005006,-0.000171,0.001093,0.988480
0.005006,0.000772,-0.000712,0.984314
0.010516,0.000382,-0.001255,0.986307
0.005003,-0.001664,-0.004828,0.981921
0.005014,0.001230,-0.002794,0.986583
0.005006,-0.002481,-0.003497,0.986460
0.005005,-0.001022,-0.002129,0.986321
0.005014,-0.002385,-0.001554,0.985782
0.005007,-0.002508,0.000831,0.986018
0.005003,-0.004290,-0.001194,0.985576
0.005009,-0.002294,0.002324,0.987069
0.005012,-0.000624,-0.002048,0.986833
0.005002,-0.001158,0.000292,0.986626
0.005006,-0.000072,-0.000374,0.986141
0.004999,0.001654,0.002747,0.987053
0.005011,0.000976,-0.000597,0.984121
0.005007,0.002566,-0.000107,0.986278
0.006942,0.001491,0.001708,0.987745
0.005002,0.000386,-0.000255,0.985809
0.005006,0.001894,0.001339,0.988437
0.005011,0.000031,-0.003286,0.985574
0.005002,0.000792,-0.001277,0.981603
0.005009,-0.000208,-0.000490,0.983180
0.005004,0.000213,-0.001320,0.982128
0.005004,-0.000659,-0.001464,0.984910
0.005006,-0.002616,-0.003688,0.983182
0.005006,0.000134,-0.003613,0.986529
0.005010,-0.000022,-0.003941,0.986848
0.005008,-0.000912,-0.003017,0.987139
0.005001,0.000796,-0.003919,0.985478
0.005011,-0.001314,-0.004626,0.985771
0.005005,-0.002310,-0.005483,0.983144
0.006993,-0.002453,-0.002991,0.985758
0.005005,-0.001375,-0.001341,0.984345
0.005008,-0.001892,0.000148,0.987402
0.005007,-0.002213,-0.002349,0.982935
0.005003,-0.001727,-0.002801,0.985232
0.005006,-0.001467,0.000165,0.987651
0.005011,-0.001307,-0.000797,0.986475
0.004999,-0.000854,0.003830,0.988851
0.005006,0.000402,0.006216,0.990661
0.004999,0.000454,0.004132,0.986000
0.007966,0.001492,0.004629,0.987079
0.005007,0.000871,0.005627,0.983510
0.005003,0.000885,0.001926,0.982681
0.005002,0.000386,0.002590,0.983539
0.005001,0.001073,0.004246,0.987537
0.007003,-0.000982,-0.000956,0.983001
0.005006,-0.000719,-0.000097,0.983845
0.005008,0.000174,-0.001613,0.981036
0.005006,-0.001862,-0.001236,0.983210
0.005008,-0.001482,-0.003162,0.982657
0.005001,0.000427,-0.003813,0.983182
0.005000,0.000768,-0.002456,0.985187
0.005006,0.000832,-0.003478,0.986198
0.005008,0.001044,-0.003425,0.986129
0.005001,-0.000243,-0.004619,0.985882
0.005011,-0.001506,-0.004618,0.985717
0.005010,-0.003174,-0.001091,0.985937
0.005010,-0.001929,-0.001623,0.984166
0.005002,-0.002184,-0.002059,0.983973
0.005006,-0.001493,0.000069,0.989519
0.005001,-0.003284,-0.000976,0.986588
0.006962,-0.003517,-0.000555,0.989688
0.005003,-0.001806,0.001417,0.987235
0.005005,-0.000707,0.003630,0.987759
0.004999,-0.000414,0.001497,0.986113
0.005000,-0.001327,0.000941,0.984648
0.005008,0.000522,0.001462,0.986735
0.005009,-0.000788,0.000162,0.982310
0.005001,-0.002059,0.001277,0.984608
0.005000,-0.001050,0.001238,0.987028
0.005001,0.000312,0.001065,0.985836
