0.005001,-0.002676,-0.000443,0.981406
0.004999,-0.001137,0.000743,0.980657
0.005000,0.000420,-0.001606,0.977831
0.005013,0.001257,0.000083,0.979815
0.005008,0.001194,-0.001486,0.977071
0.005007,-0.000104,0.002194,0.979718
0.005008,-0.001009,0.001387,0.977307
0.005003,-0.001391,0.001653,0.976781
0.005016,-0.001546,0.003385,0.982448
0.005015,-0.001871,0.001600,0.980168
0.005004,-0.001239,-0.001507,0.978023
0.005002,-0.001308,-0.000610,0.975177
0.010895,-0.002058,-0.002165,0.975275
0.005001,-0.000707,-0.000669,0.977112
0.005012,-0.000866,0.001357,0.977645
0.005001,-0.000551,0.001744,0.977893
0.005001,-0.000988,0.003025,0.980220
0.005015,0.001592,0.002196,0.976979
0.005004,-0.000354,0.003761,0.977288
0.005003,-0.000184,0.002047,0.977657
0.005003,-0.002592,-0.000291,0.975618
0.005005,-0.001711,0.002543,0.977552
0.005000,-0.000246,-0.000362,0.974833
0.005001,0.001252,-0.001074,0.978704
0.005000,-0.000299,0.000981,0.983574
0.005001,-0.000682,0.001927,0.984326
0.005011,-0.002930,0.000672,0.980175
0.007054,-0.003413,-0.000052,0.979529
0.005011,-0.001935,-0.000575,0.978940
0.005010,-0.000710,0.000475,0.981411
0.005002,-0.002039,0.003774,0.984023
0.005000,0.001004,0.003273,0.982061
0.005000,0.000715,-0.000120,0.975836
0.005008,0.001230,0.001393,0.978286
0.005002,-0.000078,0.003792,0.978233
0.005008,-0.000689,0.002844,0.977735
0.005011,0.000114,0.000160,0.977371
0.005008,-0.000976,0.000037,0.978447
0.005006,-0.001729,0.001763,0.979238
0.005003,-0.001734,-0.000213,0.975590
0.005007,-0.003953,0.002515,0.978735
0.005007,-0.003267,0.004223,0.980701
0.005009,-0.003185,0.004731,0.978699
0.007091,-0.001863,0.003984,0.979794
0.005010,-0.001079,0.002168,0.976247
0.005007,0.003294,0.003920,0.977065
0.005003,0.003504,0.003132,0.975470
0.005013,0.002489,0.005557,0.977184
0.005000,0.000543,0.005571,0.979924
0.004999,0.000718,0.005216,0.980094
0.005000,0.000555,0.003132,0.977980
0.004999,-0.001158,0.000070,0.980756
0.005005,-0.000376,-0.001966,0.976495
